,0
0,0.05899942545220256
1,0.05757194710895419
2,0.05394122777506709
3,0.05194495255127549
4,0.05090184649452567
5,0.050176219549030066
6,0.04964514384046197
7,0.04856056729331613
8,0.048462490737438205
9,0.048278415203094484
10,0.04793874584138393
11,0.04690464222803712
12,0.046104288566857575
13,0.045578896068036556
14,0.044336405582726
15,0.04431520933285356
16,0.04399993093684316
17,0.0424767566844821
18,0.04158524069935084
19,0.04114939458668232
20,0.04087743265554309
21,0.04082157760858536
22,0.04030703539028764
23,0.04005665807053447
24,0.03955609099939465
25,0.03884907532483339
26,0.03709657797589898
27,0.03663355689495802
28,0.03635939545929432
29,0.0362538592889905
30,0.035557926073670386
31,0.03552876003086567
32,0.03551439922302961
33,0.035147001035511494
34,0.03474273514002561
35,0.03446058984845877
36,0.03431526441127062
37,0.03431665496900678
38,0.034297783859074116
39,0.03400319591164589
40,0.03382911803200841
41,0.03365882318466902
42,0.03332123979926109
43,0.03274866472929716
44,0.032746235467493535
45,0.032516864407807586
46,0.032519737165421246
47,0.032379379589110614
48,0.03205615095794201
49,0.0319878957234323
50,0.03167917625978589
51,0.03127977065742016
52,0.03128422982990742
53,0.03107617553323507
54,0.030820644367486237
55,0.03053563358262181
56,0.0305342567153275
57,0.03015177734196186
58,0.02985123237594962
59,0.02962343581020832
60,0.029510296322405337
61,0.02951424987986684
62,0.029293450340628625
63,0.029013829305768013
64,0.029010611213743688
65,0.02893484691157937
66,0.028756025340408088
67,0.028076502587646247
68,0.027693781536072493
69,0.027694379538297655
70,0.027692013699561358
71,0.027116956654936075
72,0.027040550485253334
73,0.02689233273267746
74,0.026806509401649237
75,0.0262409589253366
76,0.026132117304950953
77,0.026104816514998675
78,0.025864405557513237
79,0.025797446351498367
80,0.024806232657283545
81,0.024761698860675096
82,0.02451669950969517
83,0.02435297202318907
84,0.024338169395923613
85,0.023443880770355464
86,0.02313499515876174
87,0.02308374075219035
88,0.023087306786328553
89,0.02299850811250508
90,0.022800307907164096
91,0.0224837651476264
92,0.022465084725990892
93,0.022407232504338025
94,0.022195086954161523
95,0.02214532676152885
96,0.02218403615988791
97,0.022092357138171793
98,0.02195496023632586
99,0.021701935213059187
100,0.02145632402971387
101,0.020716836350038646
102,0.020647900295443833
103,0.020625520707108082
104,0.02067508848849684
105,0.02025218119379133
106,0.020210324483923615
107,0.020148466597311197
108,0.019932580390013756
109,0.019796387758105993
110,0.019798072753474116
111,0.01977540352381766
112,0.01968060729559511
113,0.019649445055983962
114,0.019366015563718975
115,0.018972584698349237
116,0.018528369534760714
117,0.01842334386892617
118,0.01839959726203233
119,0.018365922733210027
120,0.018365804199129344
121,0.018229483719915153
122,0.018203092995099722
123,0.017298139934428036
124,0.017070118547417225
125,0.01693134109955281
126,0.016892533167265356
127,0.01690207503270358
128,0.01690972950309515
129,0.016872834833338856
130,0.016870508971624076
131,0.016869954694993795
132,0.016871281969361007
133,0.01673643405083567
134,0.01669065800961107
135,0.016690175351686775
136,0.016401414037682117
137,0.01639981467742473
138,0.01616268188226968
139,0.01612876986619085
140,0.01610128351021558
141,0.016100165410898627
142,0.016099690296687185
143,0.015784771949984133
144,0.01578250548336655
145,0.015741611109115185
146,0.01569577876944095
147,0.015691597992554308
148,0.015622776933014393
149,0.01559901270084083
150,0.0155804987763986
151,0.015570111409761011
152,0.015499209449626506
153,0.015117667824961245
154,0.014770430664066225
155,0.014673625829163938
156,0.014580204186495393
157,0.014580156689044088
158,0.014521558920387178
159,0.014507447753567248
160,0.014481974358204752
161,0.014485434058587997
162,0.014079579792451113
163,0.014080723805818707
164,0.01395121106179431
165,0.013871871412266045
166,0.013871611608192325
167,0.013811506691854446
168,0.01369537744903937
169,0.013641753152478486
170,0.013641753152478486
171,0.0136091751861386
172,0.013306258094962687
173,0.013242051715496927
174,0.013237327884417028
175,0.012638374313246459
176,0.012594022310804576
177,0.012559677043464034
178,0.012550481362268329
179,0.01254844234790653
180,0.012516562349628658
181,0.012285840383265167
182,0.01228105757618323
183,0.012277238315436988
184,0.012226542097050697
185,0.012228026904631406
186,0.01188124647596851
187,0.011861138697713613
188,0.0117569160182029
189,0.011722909309901297
190,0.011679773207288236
191,0.011466274142730982
192,0.011465144355315714
193,0.011466006597038359
194,0.011465969181153923
195,0.011421461740974337
196,0.01132316425209865
197,0.011168393888510764
198,0.01120231938548386
199,0.011158546316437423
200,0.011145371315069496
201,0.011048732313793153
202,0.011046963196713477
203,0.011038117099087686
204,0.010949570953380316
205,0.010948777757585048
206,0.010924658877775073
207,0.01091310459887609
208,0.010520731413271278
209,0.010522712068632246
210,0.010072038864018395
211,0.010010801890166477
212,0.010020098026143388
213,0.010020824056118727
214,0.01001697695464827
215,0.009962731768609956
216,0.009895845648134127
217,0.009883585089119152
218,0.009884635108755901
219,0.00988423292292282
220,0.009850900678429753
221,0.009815244580386207
222,0.009799387253588065
223,0.009799839480547235
224,0.009798336698440834
225,0.009757043438730762
226,0.00975570806185715
227,0.00974963353946805
228,0.009748961147852241
229,0.009748860984109342
230,0.009747699438594281
231,0.009738721913890913
232,0.009738719376036898
233,0.009737828973447904
234,0.009614628640701995
235,0.009609668276971206
236,0.00944993837038055
237,0.00942941426183097
238,0.00936355628655292
239,0.009364582976559177
240,0.009322836517821998
241,0.009290025447262451
242,0.009288569417549297
243,0.009268004464684055
244,0.009267592307878658
245,0.0092303630837705
246,0.00918776536709629
247,0.009147535561351106
248,0.009091321629239247
249,0.0090912060753908
250,0.009045616019284353
251,0.008905113622313365
252,0.008745123387780041
253,0.008731655578594654
254,0.008702559280209243
255,0.008695629984140396
256,0.008624768845038489
257,0.00849619634100236
258,0.008445850427960977
259,0.008381842338712886
260,0.008385577821172774
261,0.008384911273606122
262,0.0083852264797315
263,0.008385173906572164
264,0.008385478472337126
265,0.008300701319240034
266,0.008279763115569948
267,0.008281494467519223
268,0.008280944800935686
269,0.008280887315049768
270,0.008281419472768902
271,0.008286690840031951
272,0.008286498626694084
273,0.008223019493743777
274,0.008223001356236636
275,0.008223037468269467
276,0.008225319627672433
277,0.008214342803694308
278,0.008214417076669634
279,0.008214134001173079
280,0.008198877633549272
281,0.00819800931494683
282,0.008151823398657143
283,0.00815227795392275
284,0.008153074258007108
285,0.008152857678942383
286,0.008149104635231197
287,0.008148689172230661
288,0.008144816721323878
289,0.00808977012638934
290,0.008092132100136951
291,0.00809111587004736
292,0.008060409605968743
293,0.008058195852208882
294,0.008058089890982955
295,0.008057662227656692
296,0.008052807755302639
297,0.008052826800849289
298,0.008009447867516428
299,0.008005368628073484
300,0.00793730557197705
301,0.007938225439283996
302,0.007849026448093354
303,0.0078124818857759236
304,0.007792860042536631
305,0.007791805436136201
306,0.007598640007199719
307,0.007600045186700299
308,0.007480542158009485
309,0.007481108099455014
310,0.007477094820933417
311,0.0074643000261858106
312,0.007450039172545076
313,0.007448114873841405
314,0.007402978627942503
315,0.007402022997848689
316,0.007401426183059811
317,0.007397124078124762
318,0.007397134439088404
319,0.007399132644059137
320,0.007340887846658007
321,0.007340031146304682
322,0.0072945848398376254
323,0.00729332059272565
324,0.0072929272253531964
325,0.007292888726806268
326,0.007321502076229081
327,0.007290554154315032
328,0.007279738518991508
329,0.007238877020427026
330,0.007239463541191071
331,0.007235891179880128
332,0.007235445355763659
333,0.007237056960002519
334,0.0072357500466750935
335,0.0072361578262643885
336,0.007235545970615931
337,0.007213916888576932
338,0.007163359553669579
339,0.0071625929820584135
340,0.0071618869755184274
341,0.007162814409821294
342,0.007151408767094835
343,0.007150040284614079
344,0.00715001325297635
345,0.007149463504902087
346,0.007149223037413321
347,0.007140871998853981
348,0.007145639369264245
349,0.007125103045837022
350,0.007112716176197864
351,0.007097775876172818
352,0.007035394519334659
353,0.0070352340990211815
354,0.00703724650084041
355,0.007001948429387994
356,0.006998406027560122
357,0.00699879776511807
358,0.006998833574471064
359,0.006989601586246863
360,0.00698974799743155
361,0.006948877721151802
362,0.006950095937645529
363,0.006949838426953648
364,0.006950155728554818
365,0.006948454404482618
366,0.006944678111176472
367,0.0069406689653988
368,0.006896974799747113
369,0.006861721082532313
370,0.006861087399011012
371,0.006859589483065065
372,0.006859925387834665
373,0.006822583473694977
374,0.006801587760855909
375,0.006801503965107258
376,0.006801444686425384
377,0.006801426148740575
378,0.006744388061633799
379,0.006744399516901467
380,0.006743632968573365
381,0.006724955643585417
382,0.006724225747166202
383,0.006722230953164399
384,0.0067215291783213615
385,0.006720947218127549
386,0.006654826343583409
387,0.006479152270185295
388,0.00646848378382856
389,0.006467837329546455
390,0.006359126117604319
391,0.006326797256770078
392,0.006326897979306523
393,0.00632692026119912
394,0.006281646249408368
395,0.0062817712954711166
396,0.0062957567337434735
397,0.006295894243521616
398,0.006290592689765617
399,0.0062606860359665
400,0.006260559865040705
401,0.0062410660029854625
402,0.0062455858977045866
403,0.0062458933505695315
404,0.006198171729920432
405,0.006196787575026974
406,0.0061662255262490365
407,0.00616640187217854
408,0.006163873191690072
409,0.006097404466709122
410,0.006096691230777651
411,0.006079586234409362
412,0.006079819652950391
413,0.00608097676304169
414,0.006080842427036259
415,0.006080986106826458
416,0.006080271968676243
417,0.00607902805932099
418,0.006054799236881081
419,0.006054804475570563
420,0.0060549005575012416
421,0.00605543790734373
422,0.006055442237993702
423,0.006054928380763158
424,0.006054305838188156
425,0.0060559970734175295
426,0.00605144370929338
427,0.006051632457820233
428,0.0060278632197878325
429,0.0060276033109403215
430,0.006020195780729409
431,0.006020469543000217
432,0.005960468508419581
433,0.0059344422217691315
434,0.005923643882852048
435,0.005919893989630509
436,0.005919515407003928
437,0.005915493211068679
438,0.005915880524844397
439,0.00591601579944836
440,0.005915967626788188
441,0.005910150283307302
442,0.005889217551157344
443,0.005888442120340187
444,0.005888535671692808
445,0.0058878413008642385
446,0.00588764716667356
447,0.005881111494090874
448,0.005880879757751245
449,0.005880905834783334
450,0.005879984710190911
451,0.005863393559411634
452,0.0058636944173485975
453,0.005863374752516392
454,0.005861800142156426
455,0.0058517830111668445
456,0.005852410629449878
457,0.005826787401747424
458,0.005824861240398604
459,0.005722004974086303
460,0.005721475354221184
461,0.005719268818211276
462,0.005718992585025262
463,0.0057187388461898084
464,0.005690602194226813
465,0.005690405196219217
466,0.005683289798616898
467,0.005682891029573511
468,0.005683884273457807
469,0.005684419558383525
470,0.005661248625256121
471,0.005670450581237674
472,0.00567193457391113
473,0.005672334018163383
474,0.005664152000099421
475,0.005663814838044345
476,0.0056633652653545145
477,0.0056640874361619355
478,0.00566572267562151
479,0.00566078054253012
480,0.0056612475775182245
481,0.0056614196626469495
482,0.005662339500850067
483,0.005662401061272249
484,0.005643397881067358
485,0.005643380977562629
486,0.005643357019289396
487,0.005643245493411086
488,0.005634019886201713
489,0.005636312271235511
490,0.005568465398391708
491,0.005568463652161881
492,0.005518753075739369
493,0.005518239227239974
494,0.005517861389671452
495,0.005512043999624438
496,0.0055116010422352705
497,0.005511105369077995
498,0.00551054131356068
499,0.005498653679387644
500,0.005496793835482095
501,0.005496508897340391
502,0.005496261747612152
503,0.00548870782222366
504,0.005484887181955856
505,0.00548584879579721
506,0.005491288965276908
507,0.005488487453840207
508,0.0054866835052962415
509,0.005474335134204011
510,0.00547540886036586
511,0.005476115058991126
512,0.0054017343529267235
513,0.005400891319732181
514,0.005272153696569149
515,0.005280127645528409
516,0.005280114199558738
517,0.005279735279327724
518,0.005278235395962838
519,0.005269280081847683
520,0.005269756140478421
521,0.00526984002935933
522,0.005247971876815427
523,0.005250419741787482
524,0.005225638167758007
525,0.005225773162965197
526,0.00519414712471189
527,0.005160374748811591
528,0.005160250591870863
529,0.005160601886746008
530,0.005151385109638795
531,0.005151244252920151
532,0.005150934867560864
533,0.005073528032517061
534,0.005073504900792614
535,0.00507345339137828
536,0.005073791531322059
537,0.005074509697442409
538,0.005074509042606224
539,0.005073092349630315
540,0.005061608245887328
541,0.005058097590517718
542,0.005011077348899562
543,0.0050109799558413215
544,0.004994756619271357
545,0.004955847719975282
546,0.004933156394690741
547,0.004933216069184709
548,0.004933402729511727
549,0.004932887999166269
550,0.004932801083486993
551,0.004906974507321138
552,0.004906860571645666
553,0.004906859544280451
554,0.004907126775651705
555,0.004908267057908233
556,0.004836485347186681
557,0.004835586399713066
558,0.004835586341505405
559,0.00483453107153764
560,0.004832949057163205
561,0.004835823444591369
562,0.004832885229552631
563,0.004820104585087392
564,0.0048198003336437974
565,0.004755853106325958
566,0.004755746912269388
567,0.004711562710872386
568,0.004707454099843744
569,0.004706536384765059
570,0.004677481361432001
571,0.004677187121706084
572,0.0046772030822467055
573,0.0046770752756856385
574,0.004677273373818025
575,0.004672839894192293
576,0.004672170228150208
577,0.0046721813574549746
578,0.004567192525428254
579,0.004567189300723839
580,0.0044558075038366955
581,0.004455862661416177
582,0.0044561404516571205
583,0.0044563682065927425
584,0.004456300115271006
585,0.004454317108320538
586,0.004454333103785757
587,0.004454096478002612
588,0.004444470921589528
589,0.004444808374682907
590,0.004445366434811149
591,0.004445795821084175
592,0.004427203207160346
593,0.004427181635401211
594,0.004427130454860162
595,0.004427127823873889
596,0.004426436647190712
597,0.0044263259245781224
598,0.004425025344244204
599,0.004423430349561386
600,0.0044232520856894554
601,0.00441703419201076
602,0.004393130133394152
603,0.0043933862936683
604,0.004373530090379063
605,0.004367780483153183
606,0.004367998358793557
607,0.004367881175130606
608,0.004370657540857792
609,0.004370653675869108
610,0.0043701467220671475
611,0.00436700313584879
612,0.004351128911366686
613,0.004351476512965746
614,0.004351528667029925
615,0.004290362460596953
616,0.004290525302349124
617,0.004235684512241278
618,0.004235112784954254
619,0.0041213430828065615
620,0.004121256929647643
621,0.004119184220326133
622,0.004119203487061895
623,0.004119284302578308
624,0.004119152060593478
625,0.00407160340982955
626,0.004020686639705673
627,0.004020367149496451
628,0.004017560294596478
629,0.004017629713052884
630,0.003913021716289222
631,0.003911752148997039
632,0.003911446593701839
633,0.0038982723373919724
634,0.003897619056806434
635,0.0038582318360568025
636,0.0038581335233175197
637,0.003858173890330363
638,0.0038580478241783565
639,0.003858182228577789
640,0.0038557162086362952
641,0.0038557221574592403
642,0.0038547803633264266
643,0.003854227739793714
644,0.0038541681162314488
645,0.003854131410480477
646,0.0038543219066923483
647,0.003855060177738778
648,0.003853246118524112
649,0.0038546780153410507
650,0.00385417046782095
651,0.0038508525205543263
652,0.0038507222227053715
653,0.0038502009207149967
654,0.0038500566690345293
655,0.003849728517525364
656,0.0038496942448546178
657,0.003850352131121326
658,0.0038502085517393425
659,0.003837735942215659
660,0.0038387618056731298
661,0.0038351489143678918
662,0.0038355963668436745
663,0.0038314398625516333
664,0.0038314011893817224
665,0.0038302016459056177
666,0.003829170034441631
667,0.0038293395467917436
668,0.0038250089026405478
669,0.003820816367806401
670,0.0038216049360926263
671,0.0038117965872515925
672,0.0038118577169370836
673,0.003813059198728297
674,0.003813780671043787
